timestamp,user,device,ip_address,alert_type,severity,source,root_cause,incident_id
2026-08-25 21:48:32,michael.w,WIN10-949,10.23.161.128,privilege_escalation,high,EDR,benign,BENIGN-00348
2026-08-24 10:27:49,john.s,WIN10-255,10.6.129.12,phishing_email,low,Email Gateway,benign,BENIGN-00694
2026-08-12 06:51:08,karen.c,WIN10-430,10.6.189.138,malware_detected,low,EDR,benign,BENIGN-00312
2026-08-31 17:32:44,yusuf.x,WIN11-097,10.3.202.217,data_access,low,DLP,benign,BENIGN-00426
2026-08-27 18:04:32,jennifer.o,SRV-WEB-244,10.30.192.159,phishing_email,medium,Email Gateway,benign,BENIGN-00182
2026-08-10 21:15:43,richard.l,SRV-DB-123,10.7.78.30,powershell_exec,low,EDR,benign,BENIGN-00020
2026-08-23 00:39:48,carlos.u,LNX-APP-485,45.44.236.147,phishing_email,high,Email Gateway,benign,BENIGN-00075
2026-08-09 14:07:07,fatima.u,LNX-APP-946,10.4.44.52,data_access,medium,DLP,benign,BENIGN-00584
2026-08-29 01:18:57,wei.v,SRV-WEB-591,10.30.216.206,powershell_exec,high,EDR,malware,INC-S-00004
2026-08-21 21:43:35,sarah.d,WIN10-766,10.7.38.2,data_access,low,SIEM,benign,BENIGN-00063
2026-08-16 14:06:52,sofia.b,MACOS-059,10.10.203.15,data_access,medium,SIEM,compromised_account,INC-0028
2026-08-02 12:19:26,linda.v,SRV-WEB-136,10.5.80.141,data_access,medium,DLP,benign,BENIGN-00403
2026-08-08 23:46:01,william.e,SRV-DB-003,10.2.165.5,malware_detected,medium,EDR,benign,BENIGN-00384
2026-08-24 22:26:58,wei.g,SRV-WEB-083,10.4.9.74,phishing_email,low,Email Gateway,phishing,INC-S-00058
2026-08-13 21:09:16,carlos.u,SRV-FILE-556,10.15.232.177,credential_dump,low,EDR,benign,BENIGN-00475
2026-08-19 12:40:14,karen.u,SRV-FILE-803,10.16.241.15,data_access,low,SIEM,benign,BENIGN-00468
2026-08-09 13:02:16,yusuf.w,WIN10-430,10.20.34.124,credential_dump,medium,EDR,benign,BENIGN-00353
2026-08-19 02:18:52,sarah.a,WIN10-594,10.14.43.188,privilege_escalation,high,EDR,phishing,INC-S-00146
2026-08-16 19:09:36,james.c,SRV-DB-885,10.2.4.123,phishing_email,low,Email Gateway,benign,BENIGN-00444
2026-08-28 05:39:27,carlos.e,WIN10-603,10.30.36.96,credential_dump,critical,EDR,benign,BENIGN-00627
2026-08-20 23:32:20,john.m,LNX-APP-411,10.17.56.35,outbound_connection,medium,Proxy,benign,BENIGN-00192
2026-08-13 14:12:22,sarah.d,SRV-DB-272,203.220.93.199,outbound_connection,low,Firewall,benign,BENIGN-00285
2026-08-23 12:38:04,yusuf.w,LNX-APP-870,10.2.50.232,malware_detected,high,EDR,benign,BENIGN-00074
2026-08-21 10:33:27,wei.j,MACOS-073,10.7.111.151,credential_dump,high,EDR,compromised_account,INC-S-00036
2026-08-13 04:55:35,sofia.k,WIN10-347,10.8.125.128,privilege_escalation,medium,EDR,benign,BENIGN-00501
2026-08-05 14:45:44,susan.b,SRV-DB-293,10.5.251.175,data_access,low,DLP,benign,BENIGN-00177
2026-08-15 06:27:03,yusuf.z,WIN11-171,10.2.1.105,powershell_exec,low,EDR,benign,BENIGN-00472
2026-08-17 04:05:17,karen.l,LNX-APP-870,10.17.204.149,data_access,medium,SIEM,benign,BENIGN-00390
2026-08-29 16:35:11,yusuf.r,SRV-DB-293,10.11.173.243,privilege_escalation,critical,AD,phishing,INC-S-00053
2026-08-24 16:14:56,elizabeth.c,SRV-DB-272,10.8.41.181,login_anomaly,low,SIEM,benign,BENIGN-00553
2026-08-25 21:59:45,charles.i,MACOS-073,10.2.173.245,phishing_email,medium,Email Gateway,benign,BENIGN-00242
2026-08-14 01:53:58,sofia.a,WIN10-675,10.21.1.161,phishing_email,low,Email Gateway,benign,BENIGN-00136
2026-08-27 03:42:44,linda.y,WIN11-097,10.4.3.36,powershell_exec,low,EDR,benign,BENIGN-00481
2026-08-18 21:11:46,richard.i,LNX-APP-191,10.21.139.41,phishing_email,medium,Email Gateway,phishing,INC-0029
2026-08-12 13:44:29,patricia.v,SRV-FILE-647,10.28.13.222,credential_dump,critical,EDR,benign,BENIGN-00277
2026-08-26 23:59:42,wei.v,SRV-WEB-226,10.4.194.95,outbound_connection,medium,Proxy,phishing,INC-S-00090
2026-08-25 07:19:40,carlos.q,LNX-APP-191,10.30.13.65,powershell_exec,medium,EDR,malware,INC-0019
2026-08-05 02:39:31,thomas.t,SRV-DB-124,10.19.111.23,powershell_exec,low,EDR,benign,BENIGN-00229
2026-08-07 15:17:23,john.s,MACOS-223,45.78.254.127,outbound_connection,medium,Firewall,phishing,INC-S-00007
2026-08-03 21:43:52,thomas.t,LNX-APP-485,91.133.137.102,credential_dump,medium,EDR,benign,BENIGN-00331
2026-08-27 22:28:55,joseph.q,WIN10-594,10.14.235.33,data_access,high,DLP,insider,INC-0012
2026-08-29 11:01:51,susan.g,SRV-WEB-236,10.25.124.89,outbound_connection,medium,Proxy,benign,BENIGN-00079
2026-08-25 09:01:34,arjun.l,WIN10-949,10.11.28.149,login_anomaly,critical,AD,benign,BENIGN-00388
2026-08-13 10:43:57,mei.h,SRV-DB-714,10.23.69.206,privilege_escalation,medium,AD,benign,BENIGN-00249
2026-08-12 23:37:37,david.y,SRV-WEB-536,10.4.41.50,phishing_email,low,Email Gateway,benign,BENIGN-00327
2026-08-23 12:12:23,ahmed.l,SRV-FILE-101,10.27.199.221,login_anomaly,high,SIEM,benign,BENIGN-00176
2026-08-05 13:05:07,arjun.c,SRV-WEB-591,45.191.55.149,outbound_connection,medium,Proxy,phishing,INC-S-00125
2026-08-27 02:46:04,jennifer.i,LNX-APP-870,10.14.119.175,privilege_escalation,critical,EDR,compromised_account,INC-S-00082
2026-08-26 15:30:03,carlos.b,SRV-FILE-598,10.27.201.26,powershell_exec,medium,EDR,malware,INC-S-00050
2026-08-30 01:58:16,karen.l,SRV-FILE-348,10.30.167.201,data_access,medium,DLP,compromised_account,INC-S-00101
2026-08-29 15:59:06,mei.p,SRV-DB-003,10.4.66.239,powershell_exec,high,EDR,benign,BENIGN-00639
2026-08-19 22:25:22,arjun.p,SRV-DB-515,10.7.16.68,phishing_email,low,Email Gateway,benign,BENIGN-00207
2026-08-31 11:11:33,karen.l,SRV-FILE-554,10.5.214.5,privilege_escalation,low,AD,benign,BENIGN-00697
2026-08-03 22:00:25,arjun.c,SRV-WEB-460,10.4.64.231,data_access,medium,SIEM,benign,BENIGN-00282
2026-08-16 00:59:59,yusuf.s,WIN10-928,10.0.208.119,outbound_connection,medium,Firewall,benign,BENIGN-00628
2026-08-30 12:28:38,joseph.q,WIN10-430,10.18.240.80,malware_detected,low,EDR,benign,BENIGN-00688
2026-08-29 15:26:03,karen.l,LNX-APP-241,203.63.51.76,credential_dump,high,EDR,benign,BENIGN-00577
2026-08-28 04:18:55,karen.k,WIN10-766,185.114.34.249,credential_dump,low,EDR,benign,BENIGN-00262
2026-08-16 21:46:47,priya.n,LNX-APP-946,10.7.190.224,phishing_email,low,Email Gateway,benign,BENIGN-00129
2026-08-30 20:31:03,joseph.u,SRV-WEB-083,10.26.220.167,phishing_email,low,Email Gateway,benign,BENIGN-00002
2026-08-14 09:42:02,karen.i,SRV-FILE-958,10.30.212.108,data_access,medium,SIEM,insider,INC-0013
2026-08-13 22:17:45,jennifer.o,SRV-DB-714,10.12.145.214,powershell_exec,high,EDR,malware,INC-S-00145
2026-08-20 22:12:12,linda.x,LNX-APP-883,10.19.39.22,outbound_connection,low,Firewall,benign,BENIGN-00260
2026-08-03 06:37:22,elena.m,SRV-DB-123,10.7.202.127,malware_detected,critical,EDR,malware,INC-S-00080
2026-08-25 12:06:01,fatima.h,LNX-APP-564,10.17.104.17,powershell_exec,low,EDR,benign,BENIGN-00625
2026-08-16 05:34:00,linda.b,SRV-DB-219,185.244.160.6,privilege_escalation,low,EDR,benign,BENIGN-00455
2026-08-10 04:34:35,charles.g,SRV-WEB-591,10.18.250.27,powershell_exec,low,EDR,benign,BENIGN-00498
2026-08-06 07:08:40,mary.d,LNX-APP-485,172.189.71.166,phishing_email,high,Email Gateway,benign,BENIGN-00616
2026-08-05 07:11:17,john.s,SRV-DB-123,10.26.161.60,login_anomaly,low,AD,compromised_account,INC-S-00148
2026-08-11 20:05:37,linda.b,WIN11-195,10.7.16.206,powershell_exec,low,EDR,benign,BENIGN-00423
2026-08-23 19:02:19,sarah.a,SRV-DB-885,10.19.72.193,outbound_connection,medium,Firewall,phishing,INC-S-00052
2026-08-03 17:39:24,sofia.k,SRV-WEB-226,10.26.137.85,data_access,medium,SIEM,phishing,INC-0005
2026-08-31 10:48:36,barbara.g,SRV-DB-220,172.119.52.88,outbound_connection,medium,Proxy,compromised_account,INC-S-00089
2026-08-24 04:42:43,linda.b,SRV-FILE-670,61.242.100.130,outbound_connection,medium,Firewall,insider,INC-S-00093
2026-08-16 18:04:52,sofia.b,MACOS-059,103.232.7.12,outbound_connection,medium,Proxy,compromised_account,INC-0028
2026-08-20 00:07:51,elizabeth.u,WIN10-603,10.9.250.102,login_anomaly,low,AD,benign,BENIGN-00548
2026-08-09 20:30:16,wei.r,MACOS-686,10.14.200.180,privilege_escalation,low,AD,benign,BENIGN-00227
2026-08-19 14:45:23,richard.u,SRV-DB-885,10.12.79.164,login_anomaly,high,AD,benign,BENIGN-00531
2026-08-29 09:46:50,susan.g,SRV-WEB-083,10.7.253.33,login_anomaly,low,AD,compromised_account,INC-S-00012
2026-08-20 11:44:44,william.h,WIN10-073,10.16.27.7,malware_detected,low,EDR,benign,BENIGN-00172
2026-08-07 12:47:00,david.g,WIN10-603,10.2.86.111,privilege_escalation,medium,EDR,benign,BENIGN-00586
2026-08-15 22:25:51,wei.v,LNX-APP-804,10.27.105.69,phishing_email,medium,Email Gateway,benign,BENIGN-00522
2026-08-10 04:36:52,yusuf.s,LNX-APP-946,91.68.179.219,data_access,low,SIEM,benign,BENIGN-00540
2026-08-24 23:57:05,arjun.l,SRV-DB-123,10.22.85.206,login_anomaly,medium,AD,compromised_account,INC-S-00098
2026-08-06 18:24:49,priya.i,WIN10-881,10.21.17.65,credential_dump,low,EDR,benign,BENIGN-00196
2026-08-07 14:10:55,thomas.i,SRV-FILE-598,10.23.222.87,privilege_escalation,critical,EDR,phishing,INC-S-00003
2026-08-31 18:14:31,elena.a,WIN10-675,10.24.141.40,outbound_connection,low,Proxy,benign,BENIGN-00286
2026-08-08 08:23:11,linda.x,WIN11-433,61.31.36.226,privilege_escalation,medium,EDR,benign,BENIGN-00664
2026-08-16 10:51:20,joseph.e,MACOS-073,10.20.192.64,data_access,high,DLP,benign,BENIGN-00027
2026-08-03 01:47:02,elena.a,SRV-FILE-958,10.1.248.137,credential_dump,low,EDR,benign,BENIGN-00270
2026-08-31 15:22:57,carlos.x,WIN10-430,10.24.94.43,powershell_exec,high,EDR,compromised_account,INC-0014
2026-08-30 03:53:16,jennifer.o,SRV-DB-885,10.20.122.189,privilege_escalation,high,EDR,benign,BENIGN-00450
2026-08-21 17:07:54,priya.i,SRV-FILE-647,10.15.62.207,privilege_escalation,critical,AD,insider,INC-S-00088
2026-08-06 21:58:25,joseph.q,SRV-DB-249,10.13.40.14,login_anomaly,low,AD,benign,BENIGN-00097
2026-08-03 14:33:10,fatima.d,SRV-DB-885,10.25.135.221,privilege_escalation,low,EDR,benign,BENIGN-00396
2026-08-06 16:41:37,carlos.b,SRV-FILE-056,10.10.79.17,outbound_connection,low,Proxy,benign,BENIGN-00644
2026-08-24 16:15:53,thomas.d,WIN10-635,10.14.34.206,login_anomaly,medium,SIEM,insider,INC-0009
2026-08-14 20:00:14,karen.i,WIN10-692,10.10.139.91,login_anomaly,medium,AD,phishing,INC-S-00105
2026-08-27 21:44:19,jennifer.w,SRV-DB-124,10.17.249.42,phishing_email,low,Email Gateway,benign,BENIGN-00462
2026-08-24 14:13:33,carlos.f,WIN10-413,10.9.175.165,privilege_escalation,medium,EDR,benign,BENIGN-00369
2026-08-03 14:59:24,sofia.k,SRV-FILE-554,10.26.137.85,privilege_escalation,critical,AD,phishing,INC-0005
2026-08-12 09:35:24,wei.v,WIN11-171,203.16.156.246,outbound_connection,high,Proxy,insider,INC-0020
2026-08-07 13:36:53,jennifer.r,SRV-WEB-609,141.10.2.65,outbound_connection,medium,Firewall,benign,BENIGN-00695
2026-08-08 02:18:03,fatima.h,WIN10-881,61.64.195.143,login_anomaly,low,SIEM,benign,BENIGN-00626
2026-08-20 22:43:59,arjun.c,WIN10-430,10.10.96.147,malware_detected,low,EDR,benign,BENIGN-00513
2026-08-19 08:48:04,barbara.g,SRV-DB-003,10.13.131.246,login_anomaly,low,AD,benign,BENIGN-00653
2026-08-04 07:38:22,elena.s,LNX-APP-417,185.56.113.179,privilege_escalation,high,EDR,benign,BENIGN-00699
2026-08-20 23:43:36,fatima.h,SRV-FILE-499,10.8.167.150,phishing_email,medium,Email Gateway,benign,BENIGN-00402
2026-08-09 16:17:19,david.d,SRV-DB-272,10.16.86.169,powershell_exec,medium,EDR,benign,BENIGN-00294
2026-08-16 19:54:00,richard.l,SRV-WEB-083,172.115.91.199,privilege_escalation,medium,EDR,benign,BENIGN-00200
2026-08-24 11:09:27,john.s,WIN10-635,10.6.151.122,powershell_exec,low,EDR,benign,BENIGN-00440
2026-08-08 17:50:58,jennifer.l,WIN10-599,10.1.23.56,outbound_connection,high,Firewall,benign,BENIGN-00377
2026-08-30 23:47:00,richard.m,SRV-DB-498,10.22.108.189,outbound_connection,low,Firewall,benign,BENIGN-00546
2026-08-31 19:19:17,michael.h,LNX-APP-417,10.29.252.103,powershell_exec,medium,EDR,benign,BENIGN-00230
2026-08-19 01:09:47,linda.x,WIN10-949,10.20.42.113,powershell_exec,medium,EDR,benign,BENIGN-00043
2026-08-12 04:15:28,richard.m,WIN10-881,10.23.118.242,privilege_escalation,low,AD,benign,BENIGN-00005
2026-08-08 20:57:52,sarah.n,WIN11-097,10.2.9.189,privilege_escalation,medium,EDR,benign,BENIGN-00420
2026-08-23 11:08:04,karen.c,SRV-DB-421,203.202.158.167,outbound_connection,medium,Proxy,benign,BENIGN-00598
2026-08-07 06:34:21,elena.r,SRV-WEB-591,10.12.48.122,outbound_connection,low,Proxy,benign,BENIGN-00683
2026-08-25 20:17:21,robert.u,WIN10-255,10.6.156.74,powershell_exec,medium,EDR,phishing,INC-S-00077
2026-08-21 23:42:24,michael.e,SRV-DB-714,10.17.95.49,malware_detected,high,EDR,benign,BENIGN-00266
2026-08-27 07:10:14,sarah.n,LNX-APP-417,10.23.197.25,data_access,medium,DLP,benign,BENIGN-00275
2026-08-30 21:16:49,richard.m,WIN10-169,10.26.160.38,powershell_exec,low,EDR,benign,BENIGN-00107
2026-08-12 01:20:34,sofia.a,SRV-FILE-499,10.19.138.148,outbound_connection,medium,Firewall,benign,BENIGN-00447
2026-08-07 10:20:02,mei.o,WIN10-169,10.10.82.172,privilege_escalation,critical,EDR,insider,INC-0023
2026-08-27 12:13:23,linda.b,WIN10-635,10.10.182.96,phishing_email,medium,Email Gateway,benign,BENIGN-00668
2026-08-16 22:16:32,jennifer.o,LNX-APP-016,10.12.217.189,login_anomaly,low,AD,benign,BENIGN-00064
2026-08-16 15:10:43,elena.u,SRV-WEB-591,10.1.1.53,phishing_email,low,Email Gateway,phishing,INC-S-00031
2026-08-05 18:19:14,mary.v,WIN10-594,10.17.20.202,outbound_connection,medium,Proxy,benign,BENIGN-00634
2026-08-16 12:42:11,sarah.r,WIN11-097,10.1.23.197,credential_dump,low,EDR,benign,BENIGN-00344
2026-08-15 13:58:04,william.q,WIN10-881,118.233.88.3,outbound_connection,high,Firewall,benign,BENIGN-00597
2026-08-10 04:04:39,jennifer.w,LNX-APP-946,10.9.46.214,powershell_exec,medium,EDR,benign,BENIGN-00555
2026-08-12 03:11:50,jessica.a,SRV-DB-515,10.2.3.239,login_anomaly,medium,AD,benign,BENIGN-00289
2026-08-13 15:47:40,priya.n,MACOS-223,10.6.78.117,outbound_connection,low,Proxy,benign,BENIGN-00663
2026-08-08 22:54:36,jennifer.i,WIN11-059,118.61.77.225,outbound_connection,medium,Proxy,malware,INC-S-00133
2026-08-12 00:54:51,sarah.n,SRV-DB-363,10.7.223.68,credential_dump,low,EDR,benign,BENIGN-00241
2026-08-14 20:45:08,wei.j,MACOS-223,10.12.120.126,credential_dump,low,EDR,benign,BENIGN-00101
2026-08-21 08:02:53,mei.p,SRV-DB-124,10.24.210.183,privilege_escalation,high,AD,compromised_account,INC-S-00157
2026-08-25 03:49:23,fatima.u,WIN10-430,10.22.236.126,phishing_email,low,Email Gateway,benign,BENIGN-00265
2026-08-16 07:23:52,sofia.b,MACOS-059,10.10.203.15,login_anomaly,medium,SIEM,compromised_account,INC-0028
2026-08-02 11:16:44,jessica.r,SRV-DB-123,10.4.78.242,login_anomaly,medium,SIEM,benign,BENIGN-00680
2026-08-15 06:44:14,fatima.l,WIN10-635,10.22.73.61,privilege_escalation,high,EDR,phishing,INC-0010
2026-08-11 07:37:00,yusuf.w,MACOS-059,10.16.38.62,malware_detected,critical,EDR,malware,INC-S-00151
2026-08-02 11:16:07,joseph.e,MACOS-223,10.24.227.12,phishing_email,high,Email Gateway,benign,BENIGN-00149
2026-08-12 23:10:33,fatima.d,LNX-APP-544,10.18.102.206,malware_detected,medium,EDR,benign,BENIGN-00516
2026-08-17 17:59:18,mary.h,LNX-APP-946,10.19.153.201,powershell_exec,high,EDR,compromised_account,INC-S-00165
2026-08-25 19:35:39,arjun.d,SRV-FILE-499,10.25.254.116,privilege_escalation,high,AD,insider,INC-S-00160
2026-08-03 08:43:24,sofia.k,SRV-FILE-554,10.12.173.252,phishing_email,medium,Email Gateway,phishing,INC-0005
2026-08-20 10:54:38,barbara.g,WIN10-454,10.8.214.175,login_anomaly,critical,AD,benign,BENIGN-00629
2026-08-10 18:24:53,elizabeth.u,WIN11-433,10.21.195.141,outbound_connection,high,Firewall,benign,BENIGN-00519
2026-08-08 15:48:24,john.y,MACOS-059,10.8.159.156,malware_detected,low,EDR,benign,BENIGN-00143
2026-08-22 04:37:13,thomas.d,LNX-APP-564,10.23.240.228,credential_dump,high,EDR,benign,BENIGN-00290
2026-08-28 05:05:03,priya.n,SRV-FILE-647,10.9.110.170,powershell_exec,low,EDR,benign,BENIGN-00518
2026-08-13 12:03:42,fatima.d,SRV-WEB-226,61.113.221.31,credential_dump,low,EDR,benign,BENIGN-00028
2026-08-24 18:17:11,jessica.r,WIN11-097,10.14.21.3,data_access,low,SIEM,benign,BENIGN-00545
2026-08-18 03:38:57,thomas.t,WIN10-594,10.13.237.216,powershell_exec,medium,EDR,benign,BENIGN-00534
2026-08-19 19:58:33,joseph.u,SRV-DB-885,10.27.92.26,credential_dump,critical,EDR,malware,INC-S-00010
2026-08-23 06:30:00,susan.g,SRV-DB-421,10.11.121.25,credential_dump,medium,EDR,benign,BENIGN-00013
2026-08-03 09:15:26,fatima.u,WIN10-610,10.25.50.38,privilege_escalation,high,AD,malware,INC-0008
2026-08-14 09:43:04,wei.r,WIN10-235,10.29.245.101,data_access,low,DLP,benign,BENIGN-00532
2026-08-08 07:53:52,fatima.d,LNX-APP-883,10.13.198.179,outbound_connection,medium,Proxy,benign,BENIGN-00306
2026-08-11 09:45:30,carlos.r,SRV-FILE-554,10.15.43.142,outbound_connection,medium,Firewall,benign,BENIGN-00638
2026-08-05 06:04:02,michael.y,LNX-APP-485,10.5.165.144,credential_dump,medium,EDR,benign,BENIGN-00449
2026-08-29 00:58:40,karen.u,SRV-FILE-348,118.197.11.198,data_access,low,DLP,benign,BENIGN-00587
2026-08-27 17:29:05,mary.v,SRV-WEB-678,10.30.106.143,login_anomaly,low,SIEM,insider,INC-S-00137
2026-08-10 01:49:36,sofia.k,LNX-APP-544,10.9.116.245,malware_detected,medium,EDR,benign,BENIGN-00459
2026-08-27 05:47:02,james.r,WIN11-433,10.24.19.170,privilege_escalation,medium,AD,benign,BENIGN-00503
2026-08-31 02:33:22,john.r,MACOS-059,10.13.59.222,outbound_connection,medium,Firewall,benign,BENIGN-00649
2026-08-11 18:06:44,robert.u,WIN10-169,10.23.188.172,powershell_exec,high,EDR,malware,INC-0006
2026-08-31 00:35:14,john.g,SRV-WEB-678,10.24.86.174,powershell_exec,medium,EDR,phishing,INC-S-00045
2026-08-29 13:49:30,linda.y,SRV-FILE-958,10.21.221.109,login_anomaly,medium,SIEM,benign,BENIGN-00512
2026-08-14 12:14:03,linda.e,SRV-FILE-598,10.3.205.132,powershell_exec,high,EDR,benign,BENIGN-00236
2026-08-21 04:12:17,michael.y,WIN11-286,10.21.246.177,malware_detected,high,EDR,benign,BENIGN-00573
2026-08-14 14:02:39,charles.n,WIN10-599,185.133.200.211,login_anomaly,low,AD,benign,BENIGN-00054
2026-08-06 03:45:16,carlos.u,WIN10-413,10.17.126.113,privilege_escalation,high,EDR,phishing,INC-0022
2026-08-27 18:29:15,carlos.x,WIN10-766,10.28.248.94,powershell_exec,high,EDR,malware,INC-S-00002
2026-08-21 15:12:38,sofia.a,SRV-WEB-609,10.21.154.244,malware_detected,critical,EDR,benign,BENIGN-00500
2026-08-26 05:37:20,charles.g,SRV-FILE-348,10.1.250.33,outbound_connection,high,Proxy,benign,BENIGN-00550
2026-08-05 09:06:00,mary.h,SRV-WEB-678,10.27.109.49,data_access,high,SIEM,benign,BENIGN-00496
2026-08-12 18:07:26,linda.o,WIN11-171,10.3.115.129,privilege_escalation,high,AD,insider,INC-S-00016
